hash,human_overall,ai_overall
dcdd36da2ad50560dac6fabf29c8d1911fb36306,0.8333333333333334,0.7723076923076923
eabf8d0c4a7931a0c845611dfbcf8cf8cd8ddbd7,0.7833333333333333,0.8333333333333334
4e493afa13845cdbc559e0321b4fd435361806cc,0.8333333333333334,0.85
5daae65d26773dfb3e123809e52db490c8a95af4,0.5333333333333333,0.9166666666666666
0827884429031df8e2ce39252409255c3495ab58,0.26666666666666666,0.883051282051282
b0e88af9f2ea7211474da7666057afbf12b7dc47,0.9166666666666666,0.8161538461538461
76cb9cd0591190791eb74687286930ef7a438ab6,0.7736153846153847,0.8239487179487179
c59262689bf412df470f34fc818dd7ffe2eb90d0,0.8794871794871795,0.9046410256410257
65e8a224ca20405dea29d4994bb470c393d4c2c1,0.8333333333333334,0.902051282051282
e5bee9546c761b63f0d6edcd03cd2e26d93a3dec,0.5333333333333333,0.8333333333333334
271636e671414c2e43988fd2cda6b487a2c3ff7b,0.8386923076923077,0.7953589743589743
ec1586fc96f919a1ed316851f1e5ea6ba3d30ad7,0.8386923076923077,0.7931538461538462
fe14480df04f76e6434d45c762ab087df41b8473,0.8333333333333334,0.9166666666666666
c1104cc30d606fcc914591dd82b6081fa4041100,0.7666666666666666,0.9166666666666666
3e120d01c6e3f0441a8ccded9869430270fdf855,0.8333333333333334,0.8170000000000001
f82d70aedc55ad3097014bcd56621359a662d921,0.8333333333333334,0.65
a9f578719a848d0da54c5f06a845ddcea1d018d1,0.9166666666666666,0.896846153846154
48798476e6dc9d7e76200c52745d0c541496d590,0.9166666666666666,0.8405897435897436
e8747909509bbfb694e61ffae72089dfb2db1eba,0.85,0.9166666666666666
93342bcc674b9a22adeecab112ca6c20498a2dc4,0.8333333333333334,0.9166666666666666
2f55a2fe10fa4418ab3a387e2471393b562f74d9,0.8371025641025641,0.6833333333333332
89daaa636ad7225dca5b5d0d6dcdf2fb27277702,0.85,0.7912051282051283
da520dbf4f76357036e05f3b2978c49364cbb891,0.75,0.9072564102564101
fa65bdd5ffcb245212bbca9bc10ad75f6dbb3add,0.75,0.8291538461538462
4cefb5f8b02669b285c85605da73593a26c4502d,0.75,0.8361025641025641
b9c4ccef3bd8bbdbc1e3bf3b44c765af4db032fc,0.8333333333333334,0.8144102564102563
2133070bc5e5bf990965f4c86363d8b296ea4691,0.75,0.9081282051282051
e6b656525214a5c5228dd663ed318ec6180e4844,0.8333333333333334,0.5773846153846154
8344551349c8b4f00b5c167964ae686aee3947c5,0.8371025641025641,0.7666410256410257
5f1424cf8cbcb084f2c94a479419d6f73966b81b,0.7461538461538462,0.9166666666666666
02b4cad3b1c883e3e75bb0294af38e00de615400,0.9150512820512821,0.7000000000000001
e50210ca1fac4e78a32bd2e7c647fe849fb1162d,0.9150512820512821,0.9166666666666666
9b8bb7b47c922e4a8bbbf2beae9c00f6c0a77967,0.9150512820512821,0.9094102564102564
21d9536caa7a7115d9d8cb958bd31f8a3bb839f6,0.8483846153846155,0.8922307692307693
4dd2fd09e061551c45f8ffaeed13e0eb43e36726,0.9150512820512821,0.8134358974358974
f81a9f885b05a2c132f84db8eabc3ae438cc8271,0.9150512820512821,0.9166666666666666
bc0828bd4d9f704625c1530b40ae4e498cf3578c,0.9166666666666666,0.9034358974358975
903a81ffe122311f6c371c02f183b3ecb0d731ff,0.9524102564102565,0.9107179487179486
8704692d4043a4ff46621cbc891057d9f7ea8f87,0.8334871794871795,0.8013846153846154
9a5f8cd1b56bdcbc28f1155c93b11b0f83b11c9e,0.85,0.9124615384615384
4abf038f565797076050b468c5091bfa135c5688,0.7666666666666666,0.8899743589743591
8312c7a54494e6e9b70f6d897331e8e3d7048eb4,0.8386923076923077,0.9166666666666666
eade5e52c6497bf4560f23327acf5b995f182387,0.9166666666666666,0.8333333333333334
abd997b872b658c8707b21ec7f428dbc4cf06592,0.8126410256410256,0.8521538461538462
f43ab41b76506be0cebf083be1093c70d0a9bf83,0.85,0.7166666666666667
750eb8b590edfab1422ae8bd0d68e44383bce6ee,0.85,0.9137435897435897
ffc18809d3412fd0c8b413035d3d31c057b7401c,0.85,0.7833333333333333
5a53007660af72be3aeadffff25bc1aaf7936e18,0.4440512820512821,0.846948717948718
4e436a1023ffe59f825b6a1a71e446c87086be4f,0.85,0.9166666666666666
9b395c4292f02d8922eb70660cc4f356ba765153,0.7666666666666666,0.9166666666666666
055c46510ec58d3a507800628fd64d959cf7e482,0.9166666666666666,0.9166666666666666
fc0315a4064ea69563d9d5c2dc13aa2ab0f9d389,0.9166666666666666,0.9166666666666666
109fc76f7d17e5ccf6f56d9f7a6f117097a90d66,0.7053589743589743,0.9107179487179486
3c3daa21a25c1621d92960052be9e6e3df39da65,0.8768717948717949,0.9025641025641026
eb300f773911669804521aca695469e6060fbd29,0.5107179487179487,0.9133333333333334
1c9e76e746b8a5ce43d27a1d462d2aa6486b62fc,0.75,0.8604871794871795
d7a0a1a9825e2bfbdd67bc094db53f2ffe9a9a26,0.75,0.9166666666666666
28a136f8af1ad0dc044bfb2ed7757293f305c2ba,0.85,0.9033333333333333
360e3256de8e40a9a24ada4a1056305646537e48,0.6913076923076923,0.846948717948718
427d93f82a7e7f78f818c79351039979d4f5f340,0.9166666666666666,0.9166666666666666
acd8cba0e4349f45d8a4171aa1633e52e0924322,0.8564871794871795,0.8230769230769232
259811e7bb05c97f9cd2e9da98401d59c7630d1d,0.8881538461538462,0.8808717948717949
4d52259e66a4241f193d45f7d9be6e6a15933c3c,0.7901025641025642,0.8842564102564102
d6c5861e6af7dfd39c8dc813c3f91ce9bde4cbfc,0.8333333333333334,0.8321794871794871
a707ba76068ca8a73c96364f6962aa985fe5c0d5,0.8293076923076924,0.8903333333333334
3b9f300015e398b3669824ed74afce9116a60fd9,0.8361025641025641,0.9166666666666666
fe0b3f208c0a3bb8d40016d870a01919ee216e27,0.7833333333333333,0.6521538461538462
ea0af53bffa124f3d4251a26bdbba38c0a98b5ed,0.9166666666666666,0.8917179487179488
182b89d5ba8c3ec76e6ab2229365e6b5c5d257d6,0.6,0.9166666666666666
9a847b9192a4bc05395a5595e2cd3ca4d2bc8179,0.810948717948718,0.7883846153846154
7bb8767667ada044846cc2f8d8049eb9e5d960a3,0.9166666666666666,0.9166666666666666
5b3340f38db4406f7971ee987f3350a8a23cfed5,0.9166666666666666,0.8863333333333333
8fdb525b3aaf3b430e1f8681ddd1b4e4a17847ef,0.85,0.9094102564102564
6b21360fd47a0a0d3b78287e640361943bfc03f4,0.8333333333333334,0.5739230769230769
5f8aee87068abdfb208c942ed05c15c53a552c71,0.9166666666666666,0.9124615384615384
883ac1fecba5a41b693e667cecbf49c1b0d01d61,0.548923076923077,0.8369743589743589
79dadf34a785f471a8814133253171fff22e3206,0.6,0.6666666666666666
ba8e31f5782ae5bbb59ea194cff30335402a0136,0.5152307692307693,0.8838205128205128
ea8d64225e44356b2623fe15f1404697e14cf1cf,0.5204102564102564,0.9029230769230768
c97d86c93ec35e3376533514835846a9d61e359d,0.5742051282051283,0.85
97f8781a9afb4a618593168ef387b06937785074,0.620051282051282,0.8214871794871795
33b5df4372a22d0aa01fea1e3716d47e3f5817e2,0.5818974358974359,0.8282820512820512
e342c929c75844fb0039a0cb1d4fabccd4b949fe,0.6666666666666666,0.8405897435897436
724ac3c7af10891a1402e56fd4f33c3e336a9f24,0.24205128205128204,0.8127179487179488
3f0e86db3d6535890bf99c0db1f2a750d3d51993,0.6,0.9166666666666666
